reporting_date,cohort_id,origination_date,fico_tier,interest_rate_type,npl_ratio,fdtr_index,unemployment_rate,inflation_rate,wage_growth
2022-07-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0524,2.5,3.5,8.5,5.5
2022-08-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0539,2.5,3.6,8.3,5.4
2022-09-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0547,3.25,3.5,8.2,5.1
2022-10-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0541,3.25,3.6,7.7,5.0
2022-11-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0578,4.0,3.6,7.1,5.1
2022-12-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0553,4.5,3.5,6.5,4.9
2023-01-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.055,4.5,3.5,6.4,4.5
2023-02-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0553,4.75,3.6,6.0,4.8
2023-03-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0514,5.0,3.5,5.0,4.6
2023-04-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0553,5.0,3.4,4.9,4.6
2023-05-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0525,5.25,3.6,4.0,4.4
2023-06-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0534,5.25,3.6,3.0,4.7
2023-07-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0493,5.5,3.5,3.2,4.7
2023-08-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0476,5.5,3.7,3.7,4.5
2023-09-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0516,5.5,3.7,3.7,4.4
2023-10-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.05,5.5,3.9,3.2,4.2
2023-11-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0466,5.5,3.7,3.1,4.1
2023-12-01,C_202103_S_F,2021-03-01,Subprime,Fixed,0.0458,5.5,3.8,3.4,4.1
2021-04-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0481,0.25,6.1,4.2,0.6
2021-05-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0444,0.25,5.8,5.0,2.3
2021-06-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0509,0.25,5.9,5.4,3.9
2021-07-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0466,0.25,5.4,5.4,4.3
2021-08-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0505,0.25,5.1,5.3,4.4
2021-09-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0493,0.25,4.7,5.4,5.0
2021-10-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0519,0.25,4.5,6.2,5.4
2021-11-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0503,0.25,4.1,6.8,5.4
2021-12-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0517,0.25,3.9,7.0,4.9
2022-01-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0527,0.25,4.0,7.5,5.6
2022-02-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0512,0.25,3.9,7.9,5.3
2022-03-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0551,0.5,3.7,8.5,5.9
2022-04-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.053,0.5,3.7,8.3,5.8
2022-05-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0539,1.0,3.6,8.6,5.6
2022-06-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0977,1.75,3.6,9.1,5.4
2022-07-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0947,2.5,3.5,8.5,5.5
2022-08-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0996,2.5,3.6,8.3,5.4
2022-09-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.1048,3.25,3.5,8.2,5.1
2022-10-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.1015,3.25,3.6,7.7,5.0
2022-11-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0998,4.0,3.6,7.1,5.1
2022-12-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0991,4.5,3.5,6.5,4.9
2023-01-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0994,4.5,3.5,6.4,4.5
2023-02-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.1002,4.75,3.6,6.0,4.8
2023-03-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0963,5.0,3.5,5.0,4.6
2023-04-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.1004,5.0,3.4,4.9,4.6
2023-05-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0991,5.25,3.6,4.0,4.4
2023-06-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0985,5.25,3.6,3.0,4.7
2023-07-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0973,5.5,3.5,3.2,4.7
2023-08-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0958,5.5,3.7,3.7,4.5
2023-09-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0963,5.5,3.7,3.7,4.4
2023-10-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0954,5.5,3.9,3.2,4.2
2023-11-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0927,5.5,3.7,3.1,4.1
2023-12-01,C_202103_S_V,2021-03-01,Subprime,Variable,0.0914,5.5,3.8,3.4,4.1
2021-05-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0161,0.25,5.8,5.0,2.3
2021-06-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0198,0.25,5.9,5.4,3.9
2021-07-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0151,0.25,5.4,5.4,4.3
2021-08-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0155,0.25,5.1,5.3,4.4
2021-09-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0196,0.25,4.7,5.4,5.0
2021-10-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0201,0.25,4.5,6.2,5.4
2021-11-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0211,0.25,4.1,6.8,5.4
2021-12-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0219,0.25,3.9,7.0,4.9
2022-01-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0216,0.25,4.0,7.5,5.6
2022-02-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0256,0.25,3.9,7.9,5.3
2022-03-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.02,0.5,3.7,8.5,5.9
2022-04-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.022,0.5,3.7,8.3,5.8
2022-05-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0239,1.0,3.6,8.6,5.6
2022-06-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0211,1.75,3.6,9.1,5.4
2022-07-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0243,2.5,3.5,8.5,5.5
2022-08-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0282,2.5,3.6,8.3,5.4
2022-09-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.025,3.25,3.5,8.2,5.1
2022-10-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0255,3.25,3.6,7.7,5.0
2022-11-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0224,4.0,3.6,7.1,5.1
2022-12-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0236,4.5,3.5,6.5,4.9
2023-01-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0239,4.5,3.5,6.4,4.5
2023-02-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0238,4.75,3.6,6.0,4.8
2023-03-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0266,5.0,3.5,5.0,4.6
2023-04-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0248,5.0,3.4,4.9,4.6
2023-05-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.021,5.25,3.6,4.0,4.4
2023-06-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0232,5.25,3.6,3.0,4.7
2023-07-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0231,5.5,3.5,3.2,4.7
2023-08-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0237,5.5,3.7,3.7,4.5
2023-09-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0239,5.5,3.7,3.7,4.4
2023-10-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.018,5.5,3.9,3.2,4.2
2023-11-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0176,5.5,3.7,3.1,4.1
2023-12-01,C_202104_P_F,2021-04-01,Prime,Fixed,0.0159,5.5,3.8,3.4,4.1
2021-05-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0154,0.25,5.8,5.0,2.3
2021-06-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0177,0.25,5.9,5.4,3.9
2021-07-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0196,0.25,5.4,5.4,4.3
2021-08-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0183,0.25,5.1,5.3,4.4
2021-09-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0186,0.25,4.7,5.4,5.0
2021-10-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0203,0.25,4.5,6.2,5.4
2021-11-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0191,0.25,4.1,6.8,5.4
2021-12-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0256,0.25,3.9,7.0,4.9
2022-01-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0189,0.25,4.0,7.5,5.6
2022-02-01,C_202104_P_V,2021-04-01,Prime,Variable,0.023,0.25,3.9,7.9,5.3
2022-03-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0272,0.5,3.7,8.5,5.9
2022-04-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0237,0.5,3.7,8.3,5.8
2022-05-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0237,1.0,3.6,8.6,5.6
2022-06-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0537,1.75,3.6,9.1,5.4
2022-07-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0543,2.5,3.5,8.5,5.5
2022-08-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0576,2.5,3.6,8.3,5.4
2022-09-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0505,3.25,3.5,8.2,5.1
2022-10-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0581,3.25,3.6,7.7,5.0
2022-11-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0521,4.0,3.6,7.1,5.1
2022-12-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0543,4.5,3.5,6.5,4.9
2023-01-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0538,4.5,3.5,6.4,4.5
2023-02-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0556,4.75,3.6,6.0,4.8
2023-03-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0509,5.0,3.5,5.0,4.6
2023-04-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0546,5.0,3.4,4.9,4.6
2023-05-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0572,5.25,3.6,4.0,4.4
2023-06-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0499,5.25,3.6,3.0,4.7
2023-07-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0525,5.5,3.5,3.2,4.7
2023-08-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0501,5.5,3.7,3.7,4.5
2023-09-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0516,5.5,3.7,3.7,4.4
2023-10-01,C_202104_P_V,2021-04-01,Prime,Variable,0.05,5.5,3.9,3.2,4.2
2023-11-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0479,5.5,3.7,3.1,4.1
2023-12-01,C_202104_P_V,2021-04-01,Prime,Variable,0.0494,5.5,3.8,3.4,4.1
2021-05-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0495,0.25,5.8,5.0,2.3
2021-06-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0464,0.25,5.9,5.4,3.9
2021-07-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.049,0.25,5.4,5.4,4.3
2021-08-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0458,0.25,5.1,5.3,4.4
2021-09-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0473,0.25,4.7,5.4,5.0
2021-10-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0509,0.25,4.5,6.2,5.4
2021-11-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0537,0.25,4.1,6.8,5.4
2021-12-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0521,0.25,3.9,7.0,4.9
2022-01-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0514,0.25,4.0,7.5,5.6
2022-02-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0527,0.25,3.9,7.9,5.3
2022-03-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0507,0.5,3.7,8.5,5.9
2022-04-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0549,0.5,3.7,8.3,5.8
2022-05-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0558,1.0,3.6,8.6,5.6
2022-06-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0535,1.75,3.6,9.1,5.4
2022-07-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0537,2.5,3.5,8.5,5.5
2022-08-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0554,2.5,3.6,8.3,5.4
2022-09-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0541,3.25,3.5,8.2,5.1
2022-10-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0549,3.25,3.6,7.7,5.0
2022-11-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0592,4.0,3.6,7.1,5.1
2022-12-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0544,4.5,3.5,6.5,4.9
2023-01-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0539,4.5,3.5,6.4,4.5
2023-02-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0531,4.75,3.6,6.0,4.8
2023-03-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0556,5.0,3.5,5.0,4.6
2023-04-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0533,5.0,3.4,4.9,4.6
2023-05-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0519,5.25,3.6,4.0,4.4
2023-06-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0553,5.25,3.6,3.0,4.7
2023-07-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0549,5.5,3.5,3.2,4.7
2023-08-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0502,5.5,3.7,3.7,4.5
2023-09-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.047,5.5,3.7,3.7,4.4
2023-10-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.052,5.5,3.9,3.2,4.2
2023-11-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.0479,5.5,3.7,3.1,4.1
2023-12-01,C_202104_S_F,2021-04-01,Subprime,Fixed,0.05,5.5,3.8,3.4,4.1
2021-05-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0419,0.25,5.8,5.0,2.3
2021-06-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0485,0.25,5.9,5.4,3.9
2021-07-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0452,0.25,5.4,5.4,4.3
2021-08-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0499,0.25,5.1,5.3,4.4
2021-09-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0493,0.25,4.7,5.4,5.0
2021-10-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0481,0.25,4.5,6.2,5.4
2021-11-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0499,0.25,4.1,6.8,5.4
2021-12-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0528,0.25,3.9,7.0,4.9
2022-01-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0523,0.25,4.0,7.5,5.6
2022-02-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0538,0.25,3.9,7.9,5.3
2022-03-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0571,0.5,3.7,8.5,5.9
2022-04-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0505,0.5,3.7,8.3,5.8
2022-05-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0573,1.0,3.6,8.6,5.6
2022-06-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0996,1.75,3.6,9.1,5.4
2022-07-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0979,2.5,3.5,8.5,5.5
2022-08-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0972,2.5,3.6,8.3,5.4
2022-09-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0996,3.25,3.5,8.2,5.1
2022-10-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.1018,3.25,3.6,7.7,5.0
2022-11-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0997,4.0,3.6,7.1,5.1
2022-12-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.1029,4.5,3.5,6.5,4.9
2023-01-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0968,4.5,3.5,6.4,4.5
2023-02-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0994,4.75,3.6,6.0,4.8
2023-03-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0966,5.0,3.5,5.0,4.6
2023-04-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0994,5.0,3.4,4.9,4.6
2023-05-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.1,5.25,3.6,4.0,4.4
2023-06-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0968,5.25,3.6,3.0,4.7
2023-07-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0919,5.5,3.5,3.2,4.7
2023-08-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0968,5.5,3.7,3.7,4.5
2023-09-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0966,5.5,3.7,3.7,4.4
2023-10-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0958,5.5,3.9,3.2,4.2
2023-11-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0967,5.5,3.7,3.1,4.1
2023-12-01,C_202104_S_V,2021-04-01,Subprime,Variable,0.0913,5.5,3.8,3.4,4.1
2021-06-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0172,0.25,5.9,5.4,3.9
2021-07-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0191,0.25,5.4,5.4,4.3
2021-08-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.014,0.25,5.1,5.3,4.4
2021-09-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0191,0.25,4.7,5.4,5.0
2021-10-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0182,0.25,4.5,6.2,5.4
2021-11-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0198,0.25,4.1,6.8,5.4
2021-12-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0214,0.25,3.9,7.0,4.9
2022-01-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0205,0.25,4.0,7.5,5.6
2022-02-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0207,0.25,3.9,7.9,5.3
2022-03-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0227,0.5,3.7,8.5,5.9
2022-04-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.021,0.5,3.7,8.3,5.8
2022-05-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0215,1.0,3.6,8.6,5.6
2022-06-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0254,1.75,3.6,9.1,5.4
2022-07-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0221,2.5,3.5,8.5,5.5
2022-08-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.026,2.5,3.6,8.3,5.4
2022-09-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0258,3.25,3.5,8.2,5.1
2022-10-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0215,3.25,3.6,7.7,5.0
2022-11-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0236,4.0,3.6,7.1,5.1
2022-12-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0274,4.5,3.5,6.5,4.9
2023-01-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0229,4.5,3.5,6.4,4.5
2023-02-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0237,4.75,3.6,6.0,4.8
2023-03-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0253,5.0,3.5,5.0,4.6
2023-04-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0256,5.0,3.4,4.9,4.6
2023-05-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0232,5.25,3.6,4.0,4.4
2023-06-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.022,5.25,3.6,3.0,4.7
2023-07-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0255,5.5,3.5,3.2,4.7
2023-08-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0255,5.5,3.7,3.7,4.5
2023-09-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0234,5.5,3.7,3.7,4.4
2023-10-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0209,5.5,3.9,3.2,4.2
2023-11-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0184,5.5,3.7,3.1,4.1
2023-12-01,C_202105_P_F,2021-05-01,Prime,Fixed,0.0176,5.5,3.8,3.4,4.1
2021-06-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0169,0.25,5.9,5.4,3.9
2021-07-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0176,0.25,5.4,5.4,4.3
2021-08-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0204,0.25,5.1,5.3,4.4
2021-09-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0197,0.25,4.7,5.4,5.0
2021-10-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0162,0.25,4.5,6.2,5.4
2021-11-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0221,0.25,4.1,6.8,5.4
2021-12-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0187,0.25,3.9,7.0,4.9
2022-01-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0207,0.25,4.0,7.5,5.6
2022-02-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0226,0.25,3.9,7.9,5.3
2022-03-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0267,0.5,3.7,8.5,5.9
2022-04-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0294,0.5,3.7,8.3,5.8
2022-05-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0249,1.0,3.6,8.6,5.6
2022-06-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0537,1.75,3.6,9.1,5.4
2022-07-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0555,2.5,3.5,8.5,5.5
2022-08-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0564,2.5,3.6,8.3,5.4
2022-09-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0542,3.25,3.5,8.2,5.1
2022-10-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0586,3.25,3.6,7.7,5.0
2022-11-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0555,4.0,3.6,7.1,5.1
2022-12-01,C_202105_P_V,2021-05-01,Prime,Variable,0.056,4.5,3.5,6.5,4.9
2023-01-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0562,4.5,3.5,6.4,4.5
2023-02-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0555,4.75,3.6,6.0,4.8
2023-03-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0561,5.0,3.5,5.0,4.6
2023-04-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0528,5.0,3.4,4.9,4.6
2023-05-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0525,5.25,3.6,4.0,4.4
2023-06-01,C_202105_P_V,2021-05-01,Prime,Variable,0.051,5.25,3.6,3.0,4.7
2023-07-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0535,5.5,3.5,3.2,4.7
2023-08-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0536,5.5,3.7,3.7,4.5
2023-09-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0523,5.5,3.7,3.7,4.4
2023-10-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0541,5.5,3.9,3.2,4.2
2023-11-01,C_202105_P_V,2021-05-01,Prime,Variable,0.05,5.5,3.7,3.1,4.1
2023-12-01,C_202105_P_V,2021-05-01,Prime,Variable,0.0506,5.5,3.8,3.4,4.1
2021-06-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0437,0.25,5.9,5.4,3.9
2021-07-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.046,0.25,5.4,5.4,4.3
2021-08-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.049,0.25,5.1,5.3,4.4
2021-09-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0501,0.25,4.7,5.4,5.0
2021-10-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0486,0.25,4.5,6.2,5.4
2021-11-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0499,0.25,4.1,6.8,5.4
2021-12-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0477,0.25,3.9,7.0,4.9
2022-01-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0507,0.25,4.0,7.5,5.6
2022-02-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0539,0.25,3.9,7.9,5.3
2022-03-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0538,0.5,3.7,8.5,5.9
2022-04-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0542,0.5,3.7,8.3,5.8
2022-05-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0538,1.0,3.6,8.6,5.6
2022-06-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0541,1.75,3.6,9.1,5.4
2022-07-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0531,2.5,3.5,8.5,5.5
2022-08-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0561,2.5,3.6,8.3,5.4
2022-09-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0557,3.25,3.5,8.2,5.1
2022-10-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0559,3.25,3.6,7.7,5.0
2022-11-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0539,4.0,3.6,7.1,5.1
2022-12-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0507,4.5,3.5,6.5,4.9
2023-01-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.057,4.5,3.5,6.4,4.5
2023-02-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0537,4.75,3.6,6.0,4.8
2023-03-01,C_202105_S_F,2021-05-01,Subprime,Fixed,0.0527,5.0,3.5,5.0,4.6
